date_delivered_year,date_sort_year,author_group,citation_title,affiliation_country,affiliation_city,affiliation_organization,corresponding_author_given_name,corresponding_author_surname,corresponding_author_indexed_name,citation_language,source_country,source_publication_year,source_publisher_name,classificationgroup,dbcollection,ref_count,reference,affiliation,coverDate,aggregationType,author,publicationName,citedby_count,title,publisher,subject_area,abstract_language
2024,2024,Unknown,Enhancing domestic wastewater treatment: Integrating vermifiltration and biochar for heavy metal and microplastic reduction and by-product utilization,Thailand,Khon Kaen,Khon Kaen University,Unknown,Unknown,Seetasang S.,Unknown,Thailand,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Khon Kaen University', 'affiliation-city': 'Khon Kaen', 'affiliation-country': 'Thailand'}]",2025-06-01,Journal,Seetasang S.,Case Studies in Chemical and Environmental Engineering,0,Enhancing domestic wastewater treatment: Integrating vermifiltration and biochar for heavy metal and microplastic reduction and by-product utilization,Case Studies in Chemical and Environmental Engineering,"History, Cultural Studies, Visual Arts and Performing Arts",Unknown
2024,2024,Unknown,FRET-based reporter assesses lysosomal DNA-degradation ability in live cells,United States,Potsdam,Clarkson University,Unknown,Unknown,Morse J.,Unknown,United States,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Clarkson University', 'affiliation-city': 'Potsdam', 'affiliation-country': 'United States'}]",2025-06-01,Journal,Morse J.,Sensors and Actuators Reports,0,FRET-based reporter assesses lysosomal DNA-degradation ability in live cells,Sensors and Actuators Reports,"History, Cultural Studies, Visual Arts and Performing Arts",Unknown
2024,2024,Unknown,"Self-employment and inflammation in older adults: Examining biomarkers in the survey of health, ageing and retirement in Europe",United States,Villanova,Villanova University,Unknown,Unknown,Patel P.C.,Unknown,United States,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Villanova University', 'affiliation-city': 'Villanova', 'affiliation-country': 'United States'}]",2025-06-01,Journal,Patel P.C.,Journal of Business Venturing Insights,0,"Self-employment and inflammation in older adults: Examining biomarkers in the survey of health, ageing and retirement in Europe",Journal of Business Venturing Insights,"History, Cultural Studies, Visual Arts and Performing Arts",Unknown
2024,2024,Unknown,Study of biofilm production and antibiotic-resistant capability among Staphyloccocus aureus,Iraq,Baghdad,Middle Technical University,Unknown,Unknown,Salim M.A.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Middle Technical University', 'affiliation-city': 'Baghdad', 'affiliation-country': 'Iraq'}]",2025-06-01,Journal,Salim M.A.,Journal of Medicinal and Pharmaceutical Chemistry Research,0,Study of biofilm production and antibiotic-resistant capability among Staphyloccocus aureus,Journal of Medicinal and Pharmaceutical Chemistry Research,"Pharmacology, Pharmaceutical Science, Chemistry (miscellaneous), Drug Discovery",Unknown
2024,2024,Unknown,"Correlation between serum magnesium, HbA1c, and bone mineral density in women with type-II diabetes mellitus",Iraq,Babylon,University of Babylon,Unknown,Unknown,Ajam W.H.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Babylon', 'affiliation-city': 'Babylon', 'affiliation-country': 'Iraq'}]",2025-06-01,Journal,Ajam W.H.,Journal of Medicinal and Pharmaceutical Chemistry Research,0,"Correlation between serum magnesium, HbA1c, and bone mineral density in women with type-II diabetes mellitus",Journal of Medicinal and Pharmaceutical Chemistry Research,"Pharmacology, Pharmaceutical Science, Chemistry (miscellaneous), Drug Discovery",Unknown
2024,2024,Unknown,Unveiling the potential of jellyfish: A promising approach for cancer therapy,Indonesia,Gorontalo,State University of Gorontalo,Unknown,Unknown,Puluhulawa L.E.,Unknown,Indonesia,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'State University of Gorontalo', 'affiliation-city': 'Gorontalo', 'affiliation-country': 'Indonesia'}]",2025-06-01,Journal,Puluhulawa L.E.,Journal of Medicinal and Pharmaceutical Chemistry Research,0,Unveiling the potential of jellyfish: A promising approach for cancer therapy,Journal of Medicinal and Pharmaceutical Chemistry Research,"Pharmacology, Pharmaceutical Science, Chemistry (miscellaneous), Drug Discovery",Unknown
2024,2024,Unknown,Effect of genetic glut4 polymorphism on insulin therapy response in patients with type 1 diabetes,Iraq,Karbala,University of Kerbala,Unknown,Unknown,Abed M.S.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Kerbala', 'affiliation-city': 'Karbala', 'affiliation-country': 'Iraq'}]",2025-06-01,Journal,Abed M.S.,Journal of Medicinal and Pharmaceutical Chemistry Research,0,Effect of genetic glut4 polymorphism on insulin therapy response in patients with type 1 diabetes,Journal of Medicinal and Pharmaceutical Chemistry Research,"Pharmacology, Pharmaceutical Science, Chemistry (miscellaneous), Drug Discovery",Unknown
2024,2024,Unknown,Next-generation vaccines: Tailoring immune responses for enhanced protection against emerging pathogens,Saudi Arabia,Al Kharj,Prince Sattam Bin Abdulaziz University,Unknown,Unknown,Alghamdi A.,Unknown,Saudi Arabia,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Prince Sattam Bin Abdulaziz University', 'affiliation-city': 'Al Kharj', 'affiliation-country': 'Saudi Arabia'}]",2025-06-01,Journal,Alghamdi A.,Journal of Medicinal and Pharmaceutical Chemistry Research,0,Next-generation vaccines: Tailoring immune responses for enhanced protection against emerging pathogens,Journal of Medicinal and Pharmaceutical Chemistry Research,"Pharmacology, Pharmaceutical Science, Chemistry (miscellaneous), Drug Discovery",Unknown
2024,2024,Unknown,Enterococcus spp from the oral cavity and wounds of slaughterhouse workers in Baghdad city,Iraq,Baghdad,University of Baghdad,Unknown,Unknown,Kaittan Z.Q.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Baghdad', 'affiliation-city': 'Baghdad', 'affiliation-country': 'Iraq'}]",2025-06-01,Journal,Kaittan Z.Q.,Journal of Medicinal and Pharmaceutical Chemistry Research,0,Enterococcus spp from the oral cavity and wounds of slaughterhouse workers in Baghdad city,Journal of Medicinal and Pharmaceutical Chemistry Research,"Pharmacology, Pharmaceutical Science, Chemistry (miscellaneous), Drug Discovery",Unknown
2024,2024,Unknown,Epithelial-mesenchymal transition: A novel target for preventing and treating peri-implant diseases,Iraq,Baghdad,University of Baghdad,Unknown,Unknown,Alnajaty T.A.K.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Baghdad', 'affiliation-city': 'Baghdad', 'affiliation-country': 'Iraq'}]",2025-06-01,Journal,Alnajaty T.A.K.,Journal of Medicinal and Pharmaceutical Chemistry Research,0,Epithelial-mesenchymal transition: A novel target for preventing and treating peri-implant diseases,Journal of Medicinal and Pharmaceutical Chemistry Research,"Pharmacology, Pharmaceutical Science, Chemistry (miscellaneous), Drug Discovery",Unknown
2024,2024,Unknown,Settlement prediction of micropile supported raft using machine learning: modelling and performance evaluation,India,Silchar,National Institute of Technology Silchar,Unknown,Unknown,Mukherjee A.,Unknown,India,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'National Institute of Technology Silchar', 'affiliation-city': 'Silchar', 'affiliation-country': 'India'}]",2025-06-01,Journal,Mukherjee A.,Journal of Building Pathology and Rehabilitation,0,Settlement prediction of micropile supported raft using machine learning: modelling and performance evaluation,Journal of Building Pathology and Rehabilitation,"Civil and Structural Engineering, Building and Construction",Unknown
2024,2024,Unknown,Chest wall tuberculosis in an adolescent: A case report,Indonesia,Surabaya,Dr. Soetomo General Hospital,Unknown,Unknown,Mubarok M.A.S.,Unknown,Indonesia,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Dr. Soetomo General Hospital', 'affiliation-city': 'Surabaya', 'affiliation-country': 'Indonesia'}, {'@_fa': 'true', 'affilname': 'Universitas Airlangga', 'affiliation-city': 'Surabaya', 'affiliation-country': 'Indonesia'}]",2025-06-01,Journal,Mubarok M.A.S.,Journal of Medicinal and Pharmaceutical Chemistry Research,0,Chest wall tuberculosis in an adolescent: A case report,Journal of Medicinal and Pharmaceutical Chemistry Research,"Pharmacology, Pharmaceutical Science, Chemistry (miscellaneous), Drug Discovery",Unknown
2024,2024,Unknown,Antibiotic resistance partitioning during on-farm manure separation and high temperature rotary drum composting,United States,College Park,"University of Maryland, College Park",Unknown,Unknown,Poindexter C.,Unknown,United States,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Maryland, College Park', 'affiliation-city': 'College Park', 'affiliation-country': 'United States'}]",2025-06-01,Journal,Poindexter C.,Journal of Environmental Sciences (China),0,Antibiotic resistance partitioning during on-farm manure separation and high temperature rotary drum composting,Journal of Environmental Sciences (China),"Environmental Engineering, Environmental Science (all), Environmental Chemistry",Unknown
2024,2024,Unknown,Exploration of Biologically-Inspired Nanostructures: Review on the Sensing Potential and Technological Integration of the Morpho Butterfly Wing,China,Hangzhou,"College of Information Science and Electronic Engineering, Zhejiang University",Unknown,Unknown,Ahmed M.A.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'College of Information Science and Electronic Engineering, Zhejiang University', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",2025-06-01,Journal,Ahmed M.A.,Photonic Sensors,0,Exploration of Biologically-Inspired Nanostructures: Review on the Sensing Potential and Technological Integration of the Morpho Butterfly Wing,Photonic Sensors,"Electronic, Optical and Magnetic Materials, Atomic and Molecular Physics, and Optics",Unknown
2024,2024,Unknown,KNN Euclidean Distance Model Performance on Aquilaria Malaccensis Oil Qualities,Malaysia,Shah Alam,Universiti Teknologi MARA,Unknown,Unknown,Amidon A.F.M.,Unknown,Malaysia,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Universiti Teknologi MARA', 'affiliation-city': 'Shah Alam', 'affiliation-country': 'Malaysia'}]",2025-06-01,Journal,Amidon A.F.M.,Journal of Advanced Research in Applied Sciences and Engineering Technology,0,KNN Euclidean Distance Model Performance on Aquilaria Malaccensis Oil Qualities,Journal of Advanced Research in Applied Sciences and Engineering Technology,"History, Cultural Studies, Visual Arts and Performing Arts",Unknown
2024,2024,Unknown,Isolation Endophytic Bacteria from Leaf Glands and Seeds of Ardisia crenata Plant and its Molecular Detection,Iraq,Mosul,University of Mosul,Unknown,Unknown,Khuder J.K.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Mosul', 'affiliation-city': 'Mosul', 'affiliation-country': 'Iraq'}]",2025-06-01,Journal,Khuder J.K.,Egyptian Journal of Veterinary Science(Egypt),0,Isolation Endophytic Bacteria from Leaf Glands and Seeds of Ardisia crenata Plant and its Molecular Detection,Egyptian Journal of Veterinary Science(Egypt),"Equine, Food Animals, Small Animals, Veterinary (miscellaneous)",Unknown
2024,2024,Unknown,"Campylobacter Prevalence, Molecular Detection, and Virulence Gene Profiles Isolated from Broilers Slaughtered in The Faith Al-Qasim Slaughterhouse",Iraq,Kufa,University of Kufa,Unknown,Unknown,Abdulwahab H.M.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Kufa', 'affiliation-city': 'Kufa', 'affiliation-country': 'Iraq'}]",2025-06-01,Journal,Abdulwahab H.M.,Egyptian Journal of Veterinary Science(Egypt),0,"Campylobacter Prevalence, Molecular Detection, and Virulence Gene Profiles Isolated from Broilers Slaughtered in The Faith Al-Qasim Slaughterhouse",Egyptian Journal of Veterinary Science(Egypt),"Equine, Food Animals, Small Animals, Veterinary (miscellaneous)",Unknown
2024,2024,Unknown,Preharvest CaCl<inf>2</inf>-HCl electrolyzed water treatment maintained the quality of broccoli sprouts during storage,China,Beijing,China Agricultural University,Unknown,Unknown,Li C.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'China Agricultural University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",2025-06-01,Journal,Li C.,Journal of Future Foods,0,Preharvest CaCl<inf>2</inf>-HCl electrolyzed water treatment maintained the quality of broccoli sprouts during storage,Journal of Future Foods,"History, Cultural Studies, Visual Arts and Performing Arts",Unknown
2024,2024,Unknown,Review: application of Pichia membranifaciens in controlling postharvest fungal diseases of fruits,China,Chongqing,Southwest University,Unknown,Unknown,Zhang H.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Southwest University', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}]",2025-06-01,Journal,Zhang H.,Journal of Future Foods,1,Review: application of Pichia membranifaciens in controlling postharvest fungal diseases of fruits,Journal of Future Foods,"History, Cultural Studies, Visual Arts and Performing Arts",Unknown
2024,2024,Unknown,Postharvest short-time partial dehydration extends shelf-life and improves the quality of Actinidia arguta during low temperature storage,China,Shenyang,Shenyang Agricultural University,Unknown,Unknown,Hui L.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Shenyang Agricultural University', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]",2025-06-01,Journal,Hui L.,Journal of Future Foods,0,Postharvest short-time partial dehydration extends shelf-life and improves the quality of Actinidia arguta during low temperature storage,Journal of Future Foods,"History, Cultural Studies, Visual Arts and Performing Arts",Unknown
2024,2024,Unknown,"Yunnan edible flowers and their potential in future foods: focus on ethnological applications, chemical and pharmacological research",China,Kunming,Yunnan University of Chinese Medicine,Unknown,Unknown,Wen H.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Yunnan University of Chinese Medicine', 'affiliation-city': 'Kunming', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Kunming Institute of Botany', 'affiliation-city': 'Kunming', 'affiliation-country': 'China'}]",2025-06-01,Journal,Wen H.,Journal of Future Foods,0,"Yunnan edible flowers and their potential in future foods: focus on ethnological applications, chemical and pharmacological research",Journal of Future Foods,"History, Cultural Studies, Visual Arts and Performing Arts",Unknown
2024,2024,Unknown,Effect of alternating magnetic field on ice crystal nucleation and its application for near-freezing temperature storage of grapes,China,Tianjin,Tianjin University of Commerce,Unknown,Unknown,Jiang H.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Tianjin University of Commerce', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}]",2025-06-01,Journal,Jiang H.,Journal of Future Foods,0,Effect of alternating magnetic field on ice crystal nucleation and its application for near-freezing temperature storage of grapes,Journal of Future Foods,"History, Cultural Studies, Visual Arts and Performing Arts",Unknown
2024,2024,Unknown,The effects of controlled freezing-point storage on the postharvest quality of satsuma mandarin,China,Hangzhou,Zhejiang University,Unknown,Unknown,Cao J.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Zhejiang University', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Hainan Institute of Zhejiang University', 'affiliation-city': 'Sanya', 'affiliation-country': 'China'}]",2025-06-01,Journal,Cao J.,Journal of Future Foods,1,The effects of controlled freezing-point storage on the postharvest quality of satsuma mandarin,Journal of Future Foods,"History, Cultural Studies, Visual Arts and Performing Arts",Unknown
2024,2024,Unknown,"Normal Histological Developments of The Liver of Newborn Rats For Days (1, 3, 5, 7, and 10)",Iraq,Tikrit,Tikrit University,Unknown,Unknown,Shaker S.M.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Tikrit University', 'affiliation-city': 'Tikrit', 'affiliation-country': 'Iraq'}]",2025-06-01,Journal,Shaker S.M.,Egyptian Journal of Veterinary Science(Egypt),0,"Normal Histological Developments of The Liver of Newborn Rats For Days (1, 3, 5, 7, and 10)",Egyptian Journal of Veterinary Science(Egypt),"Equine, Food Animals, Small Animals, Veterinary (miscellaneous)",Unknown
2024,2024,Unknown,Effect of Graviola (Annona muricata) on Some Physiological Parameters and Fertility of Male Albino Rats Exposed to Oxidative Stress,Iraq,Tikrit,Tikrit University,Unknown,Unknown,Ahmed T.S.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Tikrit University', 'affiliation-city': 'Tikrit', 'affiliation-country': 'Iraq'}]",2025-06-01,Journal,Ahmed T.S.,Egyptian Journal of Veterinary Science(Egypt),0,Effect of Graviola (Annona muricata) on Some Physiological Parameters and Fertility of Male Albino Rats Exposed to Oxidative Stress,Egyptian Journal of Veterinary Science(Egypt),"Equine, Food Animals, Small Animals, Veterinary (miscellaneous)",Unknown
2024,2024,Unknown,Plasma Metabolomics in Mice After Treatment by Structure Nano-Lipid SNL PGF2α and PMSG during Synchronization and Superovulation Protocol in Mice,Iraq,Tikrit,Tikrit University,Unknown,Unknown,Abdullaha B.A.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Tikrit University', 'affiliation-city': 'Tikrit', 'affiliation-country': 'Iraq'}]",2025-06-01,Journal,Abdullaha B.A.,Egyptian Journal of Veterinary Science(Egypt),0,Plasma Metabolomics in Mice After Treatment by Structure Nano-Lipid SNL PGF2α and PMSG during Synchronization and Superovulation Protocol in Mice,Egyptian Journal of Veterinary Science(Egypt),"Equine, Food Animals, Small Animals, Veterinary (miscellaneous)",Unknown
2024,2024,Unknown,Correlation of volatile organic chemical exposure with uric acid metabolism among US population: A cross-sectional study from NHANES program,China,Changsha,Xiangya Hospital Central South University,Unknown,Unknown,Wang Y.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Xiangya Hospital Central South University', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}]",2025-06-01,Journal,Wang Y.,Journal of Environmental Sciences (China),0,Correlation of volatile organic chemical exposure with uric acid metabolism among US population: A cross-sectional study from NHANES program,Journal of Environmental Sciences (China),"Environmental Engineering, Environmental Science (all), Environmental Chemistry",Unknown
2024,2024,Unknown,Plant secretions and volatiles contribute to the evolution of bacterial antibiotic resistance in soil-crop system,China,Beijing,Ministry of Agriculture of the People's Republic of China,Unknown,Unknown,Li H.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': ""Ministry of Agriculture of the People's Republic of China"", 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",2025-06-01,Journal,Li H.,Journal of Environmental Sciences (China),0,Plant secretions and volatiles contribute to the evolution of bacterial antibiotic resistance in soil-crop system,Journal of Environmental Sciences (China),"Environmental Engineering, Environmental Science (all), Environmental Chemistry",Unknown
2024,2024,Unknown,"Effects of nitrate (NO<inf>3</inf><sup>−</sup>) stress-induced exacerbated cadmium (Cd<sup>2+</sup>) toxicity on the inflammatory response, oxidative defense, and apoptosis in juvenile Japanese flounder (Paralichthys olivaceus)",China,Lianyungang,Jiangsu Ocean University,Unknown,Unknown,Yu J.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Jiangsu Ocean University', 'affiliation-city': 'Lianyungang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Co-Innovation Center for Marine Bio-Industry Technology of Jiangsu Province', 'affiliation-city': 'Lianyungang', 'affiliation-country': 'China'}]",2025-06-01,Journal,Yu J.,Journal of Environmental Sciences (China),1,"Effects of nitrate (NO<inf>3</inf><sup>−</sup>) stress-induced exacerbated cadmium (Cd<sup>2+</sup>) toxicity on the inflammatory response, oxidative defense, and apoptosis in juvenile Japanese flounder (Paralichthys olivaceus)",Journal of Environmental Sciences (China),"Environmental Engineering, Environmental Science (all), Environmental Chemistry",Unknown
2024,2024,Unknown,Molecular Detection of Methicillin-resistant Staphylococcus aureus Isolated From Foods in Germany Using LAMP Assay,Iraq,Mosul,University of Mosul,Unknown,Unknown,Sheet O.H.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Mosul', 'affiliation-city': 'Mosul', 'affiliation-country': 'Iraq'}]",2025-06-01,Journal,Sheet O.H.,Egyptian Journal of Veterinary Science(Egypt),0,Molecular Detection of Methicillin-resistant Staphylococcus aureus Isolated From Foods in Germany Using LAMP Assay,Egyptian Journal of Veterinary Science(Egypt),"Equine, Food Animals, Small Animals, Veterinary (miscellaneous)",Unknown
2024,2024,Unknown,Molecular Detection of Klebseilla pneumoniae Isolated from Respiratory Infected Sheep and Histopathological Sudy in Rabbits,Iraq,Baghdad,University of Baghdad,Unknown,Unknown,Dawood H.T.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Baghdad', 'affiliation-city': 'Baghdad', 'affiliation-country': 'Iraq'}]",2025-06-01,Journal,Dawood H.T.,Egyptian Journal of Veterinary Science(Egypt),0,Molecular Detection of Klebseilla pneumoniae Isolated from Respiratory Infected Sheep and Histopathological Sudy in Rabbits,Egyptian Journal of Veterinary Science(Egypt),"Equine, Food Animals, Small Animals, Veterinary (miscellaneous)",Unknown
2024,2024,Unknown,Efficacy of Chloroquine in Reducing Post-Orthodontic Relapse (An Animal Model Study),Iraq,Mosul,University of Mosul,Unknown,Unknown,Alsoufy S.S.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Mosul', 'affiliation-city': 'Mosul', 'affiliation-country': 'Iraq'}]",2025-06-01,Journal,Alsoufy S.S.,Egyptian Journal of Veterinary Science(Egypt),0,Efficacy of Chloroquine in Reducing Post-Orthodontic Relapse (An Animal Model Study),Egyptian Journal of Veterinary Science(Egypt),"Equine, Food Animals, Small Animals, Veterinary (miscellaneous)",Unknown
2024,2024,Unknown,Mechanism of nano-scale zero-valent iron modified biochar for enhancing low-nitrogen anammox process resistance to low temperatures,China,Yangzhou,Yangzhou University,Unknown,Unknown,Chen W.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Yangzhou University', 'affiliation-city': 'Yangzhou', 'affiliation-country': 'China'}]",2025-06-01,Journal,Chen W.,Journal of Environmental Sciences (China),2,Mechanism of nano-scale zero-valent iron modified biochar for enhancing low-nitrogen anammox process resistance to low temperatures,Journal of Environmental Sciences (China),"Environmental Engineering, Environmental Science (all), Environmental Chemistry",Unknown
2024,2024,Unknown,Molecular biological mechanism of fillers with surface micro-electric field to enhance biodegradation of kitchen-oil wastewater,China,Guangzhou,Guangzhou University,Unknown,Unknown,Ren T.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Guangzhou University', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",2025-06-01,Journal,Ren T.,Journal of Environmental Sciences (China),0,Molecular biological mechanism of fillers with surface micro-electric field to enhance biodegradation of kitchen-oil wastewater,Journal of Environmental Sciences (China),"Environmental Engineering, Environmental Science (all), Environmental Chemistry",Unknown
2024,2024,Unknown,"Assessing the effectiveness and mechanisms of Fe/PS, Fe/H<inf>2</inf>O<inf>2</inf>, and O<inf>3</inf> treatment for water disinfection: Spotlight on VBNC bacteria",China,Beijing,State Key Joint Laboratory of Environmental Simulation and Pollution Control,Unknown,Unknown,Qi Z.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'State Key Joint Laboratory of Environmental Simulation and Pollution Control', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shandong University', 'affiliation-city': 'Jinan', 'affiliation-country': 'China'}]",2025-06-01,Journal,Qi Z.,Journal of Environmental Sciences (China),1,"Assessing the effectiveness and mechanisms of Fe/PS, Fe/H<inf>2</inf>O<inf>2</inf>, and O<inf>3</inf> treatment for water disinfection: Spotlight on VBNC bacteria",Journal of Environmental Sciences (China),"Environmental Engineering, Environmental Science (all), Environmental Chemistry",Unknown
2024,2024,Unknown,Plasmid-mediated transfer of antibiotic resistance genes and biofilm formation in a simulated drinking water distribution system under chlorine pressure,China,Shanghai,Tongji University,Unknown,Unknown,Wang Y.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Tongji University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",2025-06-01,Journal,Wang Y.,Journal of Environmental Sciences (China),0,Plasmid-mediated transfer of antibiotic resistance genes and biofilm formation in a simulated drinking water distribution system under chlorine pressure,Journal of Environmental Sciences (China),"Environmental Engineering, Environmental Science (all), Environmental Chemistry",Unknown
2024,2024,Unknown,"Gene expression profiles of Chinese medaka (Oryzias sinensis) primary hepatocytes in response to estrone (E<inf>1</inf>), 17β-estradiol (E<inf>2</inf>) and estriol (E<inf>3</inf>)",China,Beijing,Peking University,Unknown,Unknown,Wang Y.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Peking University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",2025-06-01,Journal,Wang Y.,Journal of Environmental Sciences (China),0,"Gene expression profiles of Chinese medaka (Oryzias sinensis) primary hepatocytes in response to estrone (E<inf>1</inf>), 17β-estradiol (E<inf>2</inf>) and estriol (E<inf>3</inf>)",Journal of Environmental Sciences (China),"Environmental Engineering, Environmental Science (all), Environmental Chemistry",Unknown
2024,2024,Unknown,Porphyrinic based hydrogen-bonded organic framework/TiO<inf>2</inf> nanocomposites for efficient photocatalytic degradation of sulfadiazine,China,Harbin,Northeast Forestry University,Unknown,Unknown,Li C.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Northeast Forestry University', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}]",2025-06-01,Journal,Li C.,Journal of Environmental Sciences (China),0,Porphyrinic based hydrogen-bonded organic framework/TiO<inf>2</inf> nanocomposites for efficient photocatalytic degradation of sulfadiazine,Journal of Environmental Sciences (China),"Environmental Engineering, Environmental Science (all), Environmental Chemistry",Unknown
2024,2024,Unknown,Diversity and dynamic response of anaerobic ammonia oxidation granular sludge,China,Suzhou,Suzhou University of Science and Technology,Unknown,Unknown,Ye J.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Suzhou University of Science and Technology', 'affiliation-city': 'Suzhou', 'affiliation-country': 'China'}]",2025-06-01,Journal,Ye J.,Journal of Environmental Sciences (China),1,Diversity and dynamic response of anaerobic ammonia oxidation granular sludge,Journal of Environmental Sciences (China),"Environmental Engineering, Environmental Science (all), Environmental Chemistry",Unknown
